No.,Time,Source,Destination,Protocol,Length,CID,Payload,Info
6244,30:33.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6245,30:33.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6246,30:33.4,localhost (),remote (),L2CAP,572,Dynamically Allocated Channel,80600912017147ef0000000047fc0000,Sent Connection oriented channel
6247,30:33.4,localhost (),remote (),L2CAP,534,Dynamically Allocated Channel,80600913017148050000000047fc0000,Sent Connection oriented channel
6248,30:33.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6249,30:33.4,localhost (),remote (),L2CAP,566,Dynamically Allocated Channel,806009140171481d0000000047fc0000,Sent Connection oriented channel
6250,30:33.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6251,30:33.5,localhost (),remote (),L2CAP,560,Dynamically Allocated Channel,80600915017148340000000047fc0000,Sent Connection oriented channel
6252,30:33.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6253,30:33.5,localhost (),remote (),L2CAP,544,Dynamically Allocated Channel,806009160171484b0000000047fc0000,Sent Connection oriented channel
6254,30:33.5,localhost (),remote (),L2CAP,553,Dynamically Allocated Channel,80600917017148630000000047fc0000,Sent Connection oriented channel
6255,30:33.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6256,30:33.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6257,30:33.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6258,30:33.5,localhost (),remote (),L2CAP,573,Dynamically Allocated Channel,806009180171487a0000000047fc0000,Sent Connection oriented channel
6259,30:33.6,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,80600919017148910000000047fc0000,Sent Connection oriented channel
6260,30:33.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6261,30:33.6,localhost (),remote (),L2CAP,579,Dynamically Allocated Channel,8060091a017148a80000000047fc0000,Sent Connection oriented channel
6262,30:33.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6263,30:33.6,localhost (),remote (),L2CAP,545,Dynamically Allocated Channel,8060091b017148c00000000047fc0000,Sent Connection oriented channel
6264,30:33.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6265,30:33.6,localhost (),remote (),L2CAP,572,Dynamically Allocated Channel,8060091c017148d70000000047fc0000,Sent Connection oriented channel
6266,30:33.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6267,30:33.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6268,30:33.7,localhost (),remote (),L2CAP,547,Dynamically Allocated Channel,8060091d017148ee0000000047fc0000,Sent Connection oriented channel
6269,30:33.7,localhost (),remote (),L2CAP,555,Dynamically Allocated Channel,8060091e017149050000000047fc0000,Sent Connection oriented channel
6270,30:33.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6271,30:33.7,localhost (),remote (),L2CAP,581,Dynamically Allocated Channel,8060091f0171491c0000000047fc0000,Sent Connection oriented channel
6272,30:33.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6273,30:33.7,localhost (),remote (),L2CAP,573,Dynamically Allocated Channel,80600920017149340000000047fc0000,Sent Connection oriented channel
6274,30:33.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6275,30:33.7,localhost (),remote (),L2CAP,542,Dynamically Allocated Channel,806009210171494b0000000047fc0000,Sent Connection oriented channel
6276,30:33.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6277,30:33.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6278,30:33.8,localhost (),remote (),L2CAP,530,Dynamically Allocated Channel,80600922017149620000000047fc0000,Sent Connection oriented channel
6279,30:33.8,localhost (),remote (),L2CAP,570,Dynamically Allocated Channel,80600923017149790000000047fc0000,Sent Connection oriented channel
6280,30:33.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6281,30:33.8,localhost (),remote (),L2CAP,562,Dynamically Allocated Channel,80600924017149900000000047fc0000,Sent Connection oriented channel
6282,30:33.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6283,30:33.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6284,30:33.8,localhost (),remote (),L2CAP,557,Dynamically Allocated Channel,80600925017149a80000000047fc0000,Sent Connection oriented channel
6285,30:33.9,localhost (),remote (),L2CAP,576,Dynamically Allocated Channel,80600926017149bf0000000047fc0000,Sent Connection oriented channel
6286,30:33.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6287,30:33.9,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,80600927017149d60000000047fc0000,Sent Connection oriented channel
6288,30:33.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6289,30:33.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6290,30:33.9,localhost (),remote (),L2CAP,535,Dynamically Allocated Channel,80600928017149ed0000000047fc0000,Sent Connection oriented channel
6291,30:33.9,host,controller,HCI_CMD,,,,Sent Read Clock
6292,30:33.9,localhost (),remote (),L2CAP,581,Dynamically Allocated Channel,8060092901714a050000000047fc0000,Sent Connection oriented channel
6293,30:33.9,controller,host,HCI_EVT,,,,Rcvd Command Complete (Read Clock)[Malformed Packet]
6294,30:33.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6295,30:33.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6296,30:34.0,localhost (),remote (),L2CAP,560,Dynamically Allocated Channel,8060092a01714a1d0000000047fc0000,Sent Connection oriented channel
6297,30:34.0,localhost (),remote (),L2CAP,571,Dynamically Allocated Channel,8060092b01714a340000000047fc0000,Sent Connection oriented channel
6298,30:34.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6299,30:34.0,localhost (),remote (),L2CAP,572,Dynamically Allocated Channel,8060092c01714a4b0000000047fc0000,Sent Connection oriented channel
6300,30:34.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6301,30:34.0,localhost (),remote (),L2CAP,577,Dynamically Allocated Channel,8060092d01714a620000000047fc0000,Sent Connection oriented channel
6302,30:34.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6303,30:34.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6304,30:34.0,localhost (),remote (),L2CAP,569,Dynamically Allocated Channel,8060092e01714a790000000047fc0000,Sent Connection oriented channel
6305,30:34.1,localhost (),remote (),L2CAP,569,Dynamically Allocated Channel,8060092f01714a910000000047fc0000,Sent Connection oriented channel
6306,30:34.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6307,30:34.1,localhost (),remote (),L2CAP,552,Dynamically Allocated Channel,8060093001714aa80000000047fc0000,Sent Connection oriented channel
6308,30:34.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6309,30:34.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6310,30:34.1,localhost (),remote (),L2CAP,553,Dynamically Allocated Channel,8060093101714abf0000000047fc0000,Sent Connection oriented channel
6311,30:34.1,localhost (),remote (),L2CAP,549,Dynamically Allocated Channel,8060093201714ad60000000047fc0000,Sent Connection oriented channel
6312,30:34.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6313,30:34.2,localhost (),remote (),L2CAP,559,Dynamically Allocated Channel,8060093301714aed0000000047fc0000,Sent Connection oriented channel
6314,30:34.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6315,30:34.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6316,30:34.2,localhost (),remote (),L2CAP,574,Dynamically Allocated Channel,8060093401714b040000000047fc0000,Sent Connection oriented channel
6317,30:34.2,localhost (),remote (),L2CAP,533,Dynamically Allocated Channel,8060093501714b1c0000000047fc0000,Sent Connection oriented channel
6318,30:34.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6319,30:34.2,localhost (),remote (),L2CAP,574,Dynamically Allocated Channel,8060093601714b330000000047fc0000,Sent Connection oriented channel
6320,30:34.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6321,30:34.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6322,30:34.3,localhost (),remote (),L2CAP,551,Dynamically Allocated Channel,8060093701714b4a0000000047fc0000,Sent Connection oriented channel
6323,30:34.3,localhost (),remote (),L2CAP,554,Dynamically Allocated Channel,8060093801714b620000000047fc0000,Sent Connection oriented channel
6324,30:34.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6325,30:34.3,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,8060093901714b790000000047fc0000,Sent Connection oriented channel
6326,30:34.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6327,30:34.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6328,30:34.3,localhost (),remote (),L2CAP,531,Dynamically Allocated Channel,8060093a01714b900000000047fc0000,Sent Connection oriented channel
6329,30:34.4,localhost (),remote (),L2CAP,565,Dynamically Allocated Channel,8060093b01714ba70000000047fc0000,Sent Connection oriented channel
6330,30:34.4,localhost (),remote (),L2CAP,549,Dynamically Allocated Channel,8060093c01714bbe0000000047fc0000,Sent Connection oriented channel
6331,30:34.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6332,30:34.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6333,30:34.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6334,30:34.4,localhost (),remote (),L2CAP,559,Dynamically Allocated Channel,8060093d01714bd50000000047fc0000,Sent Connection oriented channel
6335,30:34.4,localhost (),remote (),L2CAP,566,Dynamically Allocated Channel,8060093e01714bec0000000047fc0000,Sent Connection oriented channel
6336,30:34.4,localhost (),remote (),L2CAP,583,Dynamically Allocated Channel,8060093f01714c040000000047fc0000,Sent Connection oriented channel
6337,30:34.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6338,30:34.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6339,30:34.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6340,30:34.5,localhost (),remote (),L2CAP,574,Dynamically Allocated Channel,8060094001714c1b0000000047fc0000,Sent Connection oriented channel
6341,30:34.5,localhost (),remote (),L2CAP,567,Dynamically Allocated Channel,8060094101714c320000000047fc0000,Sent Connection oriented channel
6342,30:34.5,localhost (),remote (),L2CAP,577,Dynamically Allocated Channel,8060094201714c4a0000000047fc0000,Sent Connection oriented channel
6343,30:34.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6344,30:34.5,localhost (),remote (),L2CAP,577,Dynamically Allocated Channel,8060094301714c610000000047fc0000,Sent Connection oriented channel
6345,30:34.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6346,30:34.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6347,30:34.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6348,30:34.6,localhost (),remote (),L2CAP,574,Dynamically Allocated Channel,8060094401714c780000000047fc0000,Sent Connection oriented channel
6349,30:34.6,localhost (),remote (),L2CAP,581,Dynamically Allocated Channel,8060094501714c900000000047fc0000,Sent Connection oriented channel
6350,30:34.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6351,30:34.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6352,30:34.6,localhost (),remote (),L2CAP,538,Dynamically Allocated Channel,8060094601714ca70000000047fc0000,Sent Connection oriented channel
6353,30:34.6,localhost (),remote (),L2CAP,583,Dynamically Allocated Channel,8060094701714cbe0000000047fc0000,Sent Connection oriented channel
6354,30:34.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6355,30:34.7,localhost (),remote (),L2CAP,579,Dynamically Allocated Channel,8060094801714cd50000000047fc0000,Sent Connection oriented channel
6356,30:34.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6357,30:34.7,localhost (),remote (),L2CAP,581,Dynamically Allocated Channel,8060094901714ced0000000047fc0000,Sent Connection oriented channel
6358,30:34.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6359,30:34.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6360,30:34.7,localhost (),remote (),L2CAP,545,Dynamically Allocated Channel,8060094a01714d040000000047fc0000,Sent Connection oriented channel
6361,30:34.7,localhost (),remote (),L2CAP,574,Dynamically Allocated Channel,8060094b01714d1b0000000047fc0000,Sent Connection oriented channel
6362,30:34.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6363,30:34.7,localhost (),remote (),L2CAP,557,Dynamically Allocated Channel,8060094c01714d320000000047fc0000,Sent Connection oriented channel
6364,30:34.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6365,30:34.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6366,30:34.8,localhost (),remote (),L2CAP,569,Dynamically Allocated Channel,8060094d01714d490000000047fc0000,Sent Connection oriented channel
6367,30:34.8,localhost (),remote (),L2CAP,535,Dynamically Allocated Channel,8060094e01714d600000000047fc0000,Sent Connection oriented channel
6368,30:34.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6369,30:34.8,localhost (),remote (),L2CAP,575,Dynamically Allocated Channel,8060094f01714d770000000047fc0000,Sent Connection oriented channel
6370,30:34.8,localhost (),remote (),L2CAP,541,Dynamically Allocated Channel,8060095001714d8f0000000047fc0000,Sent Connection oriented channel
6371,30:34.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6372,30:34.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6373,30:34.9,localhost (),remote (),L2CAP,577,Dynamically Allocated Channel,8060095101714da60000000047fc0000,Sent Connection oriented channel
6374,30:34.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6375,30:34.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6376,30:34.9,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,8060095201714dbd0000000047fc0000,Sent Connection oriented channel
6377,30:34.9,localhost (),remote (),L2CAP,531,Dynamically Allocated Channel,8060095301714dd40000000047fc0000,Sent Connection oriented channel
6378,30:34.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6379,30:34.9,localhost (),remote (),L2CAP,579,Dynamically Allocated Channel,8060095401714deb0000000047fc0000,Sent Connection oriented channel
6380,30:35.0,localhost (),remote (),L2CAP,574,Dynamically Allocated Channel,8060095501714e030000000047fc0000,Sent Connection oriented channel
6381,30:35.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6382,30:35.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6383,30:35.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6384,30:35.0,localhost (),remote (),L2CAP,572,Dynamically Allocated Channel,8060095601714e1a0000000047fc0000,Sent Connection oriented channel
6385,30:35.0,localhost (),remote (),L2CAP,580,Dynamically Allocated Channel,8060095701714e310000000047fc0000,Sent Connection oriented channel
6386,30:35.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6387,30:35.0,localhost (),remote (),L2CAP,553,Dynamically Allocated Channel,8060095801714e480000000047fc0000,Sent Connection oriented channel
6388,30:35.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6389,30:35.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6390,30:35.0,localhost (),remote (),L2CAP,557,Dynamically Allocated Channel,8060095901714e600000000047fc0000,Sent Connection oriented channel
6391,30:35.1,localhost (),remote (),L2CAP,573,Dynamically Allocated Channel,8060095a01714e770000000047fc0000,Sent Connection oriented channel
6392,30:35.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6393,30:35.1,localhost (),remote (),L2CAP,536,Dynamically Allocated Channel,8060095b01714e8f0000000047fc0000,Sent Connection oriented channel
6394,30:35.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6395,30:35.1,localhost (),remote (),L2CAP,576,Dynamically Allocated Channel,8060095c01714ea60000000047fc0000,Sent Connection oriented channel
6396,30:35.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6397,30:35.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6398,30:35.1,localhost (),remote (),L2CAP,538,Dynamically Allocated Channel,8060095d01714ebc0000000047fc0000,Sent Connection oriented channel
6399,30:35.2,localhost (),remote (),L2CAP,574,Dynamically Allocated Channel,8060095e01714ed40000000047fc0000,Sent Connection oriented channel
6400,30:35.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6401,30:35.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6402,30:35.2,localhost (),remote (),L2CAP,579,Dynamically Allocated Channel,8060095f01714eeb0000000047fc0000,Sent Connection oriented channel
6403,30:35.2,localhost (),remote (),L2CAP,533,Dynamically Allocated Channel,8060096001714f020000000047fc0000,Sent Connection oriented channel
6404,30:35.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6405,30:35.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6406,30:35.2,localhost (),remote (),L2CAP,573,Dynamically Allocated Channel,8060096101714f190000000047fc0000,Sent Connection oriented channel
6407,30:35.3,localhost (),remote (),L2CAP,550,Dynamically Allocated Channel,8060096201714f310000000047fc0000,Sent Connection oriented channel
6408,30:35.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6409,30:35.3,localhost (),remote (),L2CAP,552,Dynamically Allocated Channel,8060096301714f480000000047fc0000,Sent Connection oriented channel
6410,30:35.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6411,30:35.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6412,30:35.3,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,8060096401714f5f0000000047fc0000,Sent Connection oriented channel
6413,30:35.3,localhost (),remote (),L2CAP,563,Dynamically Allocated Channel,8060096501714f770000000047fc0000,Sent Connection oriented channel
6414,30:35.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6415,30:35.4,localhost (),remote (),L2CAP,551,Dynamically Allocated Channel,8060096601714f8e0000000047fc0000,Sent Connection oriented channel
6416,30:35.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6417,30:35.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6418,30:35.4,localhost (),remote (),L2CAP,565,Dynamically Allocated Channel,8060096701714fa50000000047fc0000,Sent Connection oriented channel
6419,30:35.4,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,8060096801714fbc0000000047fc0000,Sent Connection oriented channel
6420,30:35.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6421,30:35.4,localhost (),remote (),L2CAP,547,Dynamically Allocated Channel,8060096901714fd30000000047fc0000,Sent Connection oriented channel
6422,30:35.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6423,30:35.4,localhost (),remote (),L2CAP,570,Dynamically Allocated Channel,8060096a01714fea0000000047fc0000,Sent Connection oriented channel
6424,30:35.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6425,30:35.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6426,30:35.5,localhost (),remote (),L2CAP,564,Dynamically Allocated Channel,8060096b017150020000000047fc0000,Sent Connection oriented channel
6427,30:35.5,localhost (),remote (),L2CAP,571,Dynamically Allocated Channel,8060096c017150190000000047fc0000,Sent Connection oriented channel
6428,30:35.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6429,30:35.5,localhost (),remote (),L2CAP,554,Dynamically Allocated Channel,8060096d017150300000000047fc0000,Sent Connection oriented channel
6430,30:35.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6431,30:35.5,localhost (),remote (),L2CAP,538,Dynamically Allocated Channel,8060096e017150480000000047fc0000,Sent Connection oriented channel
6432,30:35.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6433,30:35.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6434,30:35.6,localhost (),remote (),L2CAP,546,Dynamically Allocated Channel,8060096f0171505f0000000047fc0000,Sent Connection oriented channel
6435,30:35.6,localhost (),remote (),L2CAP,561,Dynamically Allocated Channel,80600970017150760000000047fc0000,Sent Connection oriented channel
6436,30:35.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6437,30:35.6,localhost (),remote (),L2CAP,564,Dynamically Allocated Channel,806009710171508d0000000047fc0000,Sent Connection oriented channel
6438,30:35.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6439,30:35.6,localhost (),remote (),L2CAP,578,Dynamically Allocated Channel,80600972017150a40000000047fc0000,Sent Connection oriented channel
6440,30:35.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6441,30:35.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6442,30:35.7,localhost (),remote (),L2CAP,569,Dynamically Allocated Channel,80600973017150bb0000000047fc0000,Sent Connection oriented channel
6443,30:35.7,localhost (),remote (),L2CAP,562,Dynamically Allocated Channel,80600974017150d30000000047fc0000,Sent Connection oriented channel
6444,30:35.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6445,30:35.7,localhost (),remote (),L2CAP,563,Dynamically Allocated Channel,80600975017150ea0000000047fc0000,Sent Connection oriented channel
6446,30:35.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6447,30:35.7,localhost (),remote (),L2CAP,558,Dynamically Allocated Channel,80600976017151010000000047fc0000,Sent Connection oriented channel
6448,30:35.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6449,30:35.7,localhost (),remote (),L2CAP,558,Dynamically Allocated Channel,80600977017151180000000047fc0000,Sent Connection oriented channel
6450,30:35.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6451,30:35.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6452,30:35.8,localhost (),remote (),L2CAP,568,Dynamically Allocated Channel,806009780171512f0000000047fc0000,Sent Connection oriented channel
6453,30:35.8,localhost (),remote (),L2CAP,566,Dynamically Allocated Channel,80600979017151460000000047fc0000,Sent Connection oriented channel
6454,30:35.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6455,30:35.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6456,30:35.8,localhost (),remote (),L2CAP,576,Dynamically Allocated Channel,8060097a0171515e0000000047fc0000,Sent Connection oriented channel
6457,30:35.8,localhost (),remote (),L2CAP,535,Dynamically Allocated Channel,8060097b017151750000000047fc0000,Sent Connection oriented channel
6458,30:35.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6459,30:35.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6460,30:35.9,localhost (),remote (),L2CAP,540,Dynamically Allocated Channel,8060097c0171518d0000000047fc0000,Sent Connection oriented channel
6461,30:35.9,localhost (),remote (),L2CAP,576,Dynamically Allocated Channel,8060097d017151a40000000047fc0000,Sent Connection oriented channel
6462,30:35.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6463,30:35.9,localhost (),remote (),L2CAP,575,Dynamically Allocated Channel,8060097e017151bb0000000047fc0000,Sent Connection oriented channel
6464,30:35.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6465,30:35.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6466,30:35.9,localhost (),remote (),L2CAP,541,Dynamically Allocated Channel,8060097f017151d20000000047fc0000,Sent Connection oriented channel
6467,30:36.0,localhost (),remote (),L2CAP,539,Dynamically Allocated Channel,80600980017151e90000000047fc0000,Sent Connection oriented channel
6468,30:36.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6469,30:36.0,localhost (),remote (),L2CAP,548,Dynamically Allocated Channel,80600981017152010000000047fc0000,Sent Connection oriented channel
6470,30:36.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6471,30:36.0,localhost (),remote (),L2CAP,549,Dynamically Allocated Channel,80600982017152180000000047fc0000,Sent Connection oriented channel
6472,30:36.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6473,30:36.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6474,30:36.0,localhost (),remote (),L2CAP,554,Dynamically Allocated Channel,806009830171522f0000000047fc0000,Sent Connection oriented channel
6475,30:36.0,localhost (),remote (),L2CAP,572,Dynamically Allocated Channel,80600984017152460000000047fc0000,Sent Connection oriented channel
6476,30:36.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6477,30:36.1,localhost (),remote (),L2CAP,552,Dynamically Allocated Channel,806009850171525e0000000047fc0000,Sent Connection oriented channel
6478,30:36.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6479,30:36.1,localhost (),remote (),L2CAP,571,Dynamically Allocated Channel,80600986017152750000000047fc0000,Sent Connection oriented channel
6480,30:36.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6481,30:36.1,localhost (),remote (),L2CAP,556,Dynamically Allocated Channel,806009870171528c0000000047fc0000,Sent Connection oriented channel
6482,30:36.1,localhost (),remote (),L2CAP,551,Dynamically Allocated Channel,80600988017152a30000000047fc0000,Sent Connection oriented channel
6483,30:36.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6484,30:36.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6485,30:36.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6486,30:36.2,localhost (),remote (),L2CAP,571,Dynamically Allocated Channel,80600989017152ba0000000047fc0000,Sent Connection oriented channel
6487,30:36.2,localhost (),remote (),L2CAP,583,Dynamically Allocated Channel,8060098a017152d20000000047fc0000,Sent Connection oriented channel
6488,30:36.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6489,30:36.2,localhost (),remote (),L2CAP,555,Dynamically Allocated Channel,8060098b017152e90000000047fc0000,Sent Connection oriented channel
6490,30:36.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6491,30:36.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6492,30:36.2,localhost (),remote (),L2CAP,563,Dynamically Allocated Channel,8060098c017153000000000047fc0000,Sent Connection oriented channel
6493,30:36.3,localhost (),remote (),L2CAP,561,Dynamically Allocated Channel,8060098d017153180000000047fc0000,Sent Connection oriented channel
6494,30:36.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6495,30:36.3,localhost (),remote (),L2CAP,557,Dynamically Allocated Channel,8060098e0171532e0000000047fc0000,Sent Connection oriented channel
6496,30:36.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6497,30:36.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6498,30:36.3,localhost (),remote (),L2CAP,534,Dynamically Allocated Channel,8060098f017153460000000047fc0000,Sent Connection oriented channel
6499,30:36.3,localhost (),remote (),L2CAP,563,Dynamically Allocated Channel,806009900171535d0000000047fc0000,Sent Connection oriented channel
6500,30:36.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6501,30:36.3,localhost (),remote (),L2CAP,577,Dynamically Allocated Channel,80600991017153740000000047fc0000,Sent Connection oriented channel
6502,30:36.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6503,30:36.4,localhost (),remote (),L2CAP,535,Dynamically Allocated Channel,806009920171538b0000000047fc0000,Sent Connection oriented channel
6504,30:36.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
6505,30:36.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
